,district,area,year,rooms,value,floor,elevator,parking,warehouse
5299, ولنجک ,۲۷۰,۱۳۹۶,۴,۶۵٬۰۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
5300, ولنجک ,۱۳۸,۱۳۸۱,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5301, مرزداران ,۱۷۵,۱۴۰۰,۳,۲۲٬۷۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5302, زعفرانیه ,۱۵۷,۱۴۰۱,۳,۳۳٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۶,"(True,)","(True,)",True
5303, جی,۱۴۷,۱۴۰۱,۳,۴٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5304, میرداماد ,۱۲۰,۱۳۹۱,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5305, کوی فردوس ,۵۰,۱۳۹۸,۱,۳٬۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5306, دیلمان ,۱۰۰,۱۴۰۱,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5307, مرزداران ,۱۸۵,۱۴۰۱,۳,۲۱٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5308, سیدخندان ,۱۱۵,۱۴۰۱,۲,۱۰٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5309, ولنجک ,۲۴۰,۱۳۹۰,۳,۴۳٬۰۰۰٬۰۰۰٬۰۰۰,۱۲ از ۱۴,"(True,)","(True,)",True
5310, ظفر ,۹۵,۱۳۸۰,۲,۶٬۳۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
5311, اختیاریه ,۱۴۰,۱۳۸۰,۳,۹٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۲,False,"(True,)",True
5312, سیدخندان ,۱۵۰,۱۴۰۱,۳,۱۴٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5313, سبلان ,۵۵,۱۳۹۳,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
5314, مرزداران ,۱۶۵,۱۳۹۹,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5315, باغ فیض ,۱۰۴,۱۴۰۱,۲,۷٬۴۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5316, ولنجک ,۲۵۰,۱۳۹۹,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۱۰,"(True,)","(True,)",True
5317, قیطریه ,۱۱۶,۱۳۸۵,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
5318, اسکندری,۷۶,۱۳۸۶,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5319, اباذر ,۱۲۰,۱۴۰۱,۲,۹٬۷۴۵٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5320, کوی فردوس ,۸۶,۱۳۹۸,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5321, ولنجک ,۱۵۹,۱۴۰۰,۳,۲۷٬۸۰۰٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
5322, اوین ,۸۲,۱۳۹۵,۲,۵٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5323, قیطریه ,۱۳۵,۱۴۰۱,۳,۱۸٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5324, شهر زیبا ,۹۰,۱۴۰۰,۲,۵٬۹۵۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
5325, مرزداران ,۱۴۵,۱۳۹۶,۳,۱۴٬۱۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5326, گاندی ,۱۱۰,۱۳۷۵,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
5327, تجریش ,۹۰,۱۴۰۱,۲,۹٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5328, نیاوران ,۱۶۰,۱۳۹۷,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5329, پونک,۸۰,۱۴۰۰,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5330, سهروردی ,۹۰,۱۴۰۱,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5331, شمس‌آباد ,۸۵,۱۴۰۱,۲,۶٬۰۳۵٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5332, پاسداران ,۱۷۶,۱۴۰۱,۳,۱۴٬۴۳۲٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
5333, دکتر هوشیار ,۵۰,۱۳۹۳,۱,۲٬۱۴۸٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
5334, جی,۴۹,۱۳۸۳,۱,۱٬۶۵۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
5335, دریان‌نو ,۱۲۳,۱۳۹۲,۳,۸٬۹۷۹٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5336, الهیه,۲۶۸,۱۳۹۳,۴,۴۳٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5337, جنت‌آباد جنوبی ,۱۱۵,۱۳۸۱,۲,۵٬۳۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
5338, اباذر ,۱۸۰,۱۳۸۴,۳,۱۲٬۲۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5339, قیطریه ,۸۵,۱۳۸۹,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5340, کوی فردوس,۵۷,۱۴۰۱,۱,۵٬۱۳۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5341, مبارک‌آباد بهشتی ,۶۱,۱۴۰۰,۱,۱٬۲۲۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5342, سعادت‌آباد ,۱۲۵,۱۳۸۶,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5343, طرشت,۷۷,۱۳۸۶,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5344, سیزده آبان ,۶۵,۱۳۸۰,۱,۱٬۳۶۰٬۰۰۰٬۰۰۰,۳,False,False,False
5345, امیرآباد ,۱۴۲,۱۴۰۱,۳,۱۲٬۸۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5346, جیحون ,۴۷,۱۳۸۶,۱,۱٬۴۳۰٬۰۰۰٬۰۰۰,۳,False,False,False
5347, دهکده المپیک ,۸۵,۱۴۰۱,۲,۲٬۶۳۵٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
5348, چیتگر ,۵۰,۱۴۰۰,بدون اتاق,۷۵۵٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5349, مهرآباد جنوبی ,۸۸,۱۳۸۸,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰,همکف از ۴,False,"(True,)",True
5350, پونک ,۱۰۳,۱۳۹۷,۲,۷٬۸۵۰٬۰۰۰٬۰۰۰,۳ از ۶,"(True,)","(True,)",True
5351, گرگان ,۱۰۵,۱۴۰۱,۲,۴٬۹۸۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5352, سعادت‌آباد ,۳۰۰,۱۴۰۱,۴,۴۵٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5353, نیاوران ,۲۳۵,۱۴۰۱,۳,۴۲٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5354, شهران جنوبی ,۵۸,۱۳۸۳,۱,۴٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5355, دولت‌آباد ,۶۴,۱۳۹۵,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5356, بریانک ,۵۵,۱۳۷۸,۱,۱٬۵۲۹٬۰۰۰٬۰۰۰,۲,False,False,False
5357, بریانک ,۵۴,۱۳۸۰,۱,۱٬۵۹۰٬۰۰۰٬۰۰۰,۱,False,False,False
5358, ولنجک ,۱۳۹,۱۳۹۹,۳,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۶,"(True,)","(True,)",True
5359, قیطریه ,۱۰۰,۱۴۰۱,۲,۱۳٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5360, سلسبیل ,۵۲,۱۳۸۲,۱,۲٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۴,False,False,False
5361, کوی فردوس ,۸۲,۱۳۸۵,۲,۴٬۶۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5362, جنت‌آباد مرکزی ,۷۲,۱۳۹۷,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5363, دریاچه شهدای خلیج فارس ,۱۵۰,۱۴۰۱,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
5364, سهروردی ,۱۱۵,۱۳۹۸,۲,۷٬۴۷۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5365, مبارک‌آباد بهشتی ,۶۵,۱۴۰۱,۱,۱٬۲۰۲٬۵۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5366, پاسداران ,۶۷,۱۳۷۵,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5367, شهرک غرب ,۱۳۲,۱۳۸۵,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5368, ولنجک ,۱۸۰,۱۳۸۷,۳,۱۹٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5369, شهرک راه‌آهن ,۹۱,۱۳۸۷,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۴,False,"(True,)",True
5370, هروی ,۱۱۱,۱۴۰۰,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5371, الهیه ,۲۵۳,۱۳۸۳,۴,۲۲٬۰۰۰٬۰۰۰٬۰۰۰,۷ از ۸,"(True,)","(True,)",True
5372, شهرک غرب ,۱۳۸,۱۳۹۹,۳,۱۵٬۷۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5373, گیشا (کوی نصر) ,۶۲,۱۴۰۱,۱,۷٬۴۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5374, امیرآباد ,۱۴۵,۱۴۰۱,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5375, ستارخان ,۸۰,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
5376, زعفرانیه ,۱۷۶,۱۳۹۰,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5377, ولنجک ,۱۲۵,۱۴۰۰,۲,۱۸٬۷۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5378, مرزداران ,۱۶۳,۱۴۰۱,۳,۱۸٬۵۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5379, شمس‌آباد ,۹۵,۱۳۸۴,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5380, هروی ,۲۲۰,۱۴۰۱,۳,۲۵٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5381, بهار ,۷۶,۱۳۹۰,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5382, بهار ,۱۲۵,قبل از ۱۳۷۰,۳,۵٬۸۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
5383, بهار ,۶۵,۱۳۷۶,۲,۳٬۰۵۰٬۰۰۰٬۰۰۰,۲,False,False,False
5384, بهار ,۸۵,۱۳۸۵,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,همکف,"(True,)","(True,)",True
5385, دریاچه شهدای خلیج فارس ,۱۳۰,۱۳۹۵,۳,۷٬۲۰۰٬۰۰۰٬۰۰۰,۱۰ از ۱۸,"(True,)","(True,)",True
5386, جیحون ,۴۸,۱۳۸۱,۱,۱٬۹۸۰٬۰۰۰٬۰۰۰,همکف از ۴,False,False,False
5387, شهرک راه‌آهن ,۱۰۰,۱۳۹۳,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
5388, اختیاریه ,۱۰۴,۱۳۹۷,۲,۸٬۷۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5389, اختیاریه ,۲۴۰,۱۳۸۵,۴,۱۶٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5390, دروس ,۳۴۵,۱۴۰۱,۴,۵۵٬۲۰۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
5391, ازگل ,۱۳۵,۱۳۹۰,۳,۱۰٬۶۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5392, میدان ولیعصر,۸۶,۱۳۹۳,۲,۵٬۳۴۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5393, دهکده المپیک ,۱۳۰,۱۳۸۵,۳,۵٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5394, پاسداران ,۱۱۵,۱۳۹۹,۲,۱۲٬۵۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5395, شمس‌آباد ,۱۰۸,۱۳۹۶,۲,۸٬۱۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5396, سلسبیل ,۶۸,۱۳۷۸,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
5397, هروی ,۱۰۷,۱۳۹۲,۲,۸٬۱۳۲٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5398, پاسداران ,۲۰۰,۱۳۸۳,۳,۱۷٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5399, دروس ,۲۵۰,۱۳۸۴,۴,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5400, شادمهر ,۱۳۴,۱۴۰۱,۳,۸٬۲۵۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5401, نیاوران ,۱۰۵,۱۴۰۱,۲,۱۸٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۶,"(True,)","(True,)",True
5402, یوسف‌آباد ,۵۸,۱۳۹۸,۱,۶٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5403, هروی,۱۵۰,۱۳۹۱,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5404, شهرک غرب,۱۰۰۰,۱۴۰۱,+۴,۶۴۰,املاک دادمان,"(True,)","(True,)",True
5405, شهرک غرب ,۱۲۷,۱۴۰۰,۲,۱۶٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5406, دریان‌نو ,۹۰,۱۳۹۴,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5407, دریان‌نو ,۱۰۵,۱۴۰۰,۳,۷٬۷۲۵٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5408, شهران شمالی ,۷۸,۱۳۸۹,۲,۴٬۳۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5409, هروی ,۱۴۷,۱۴۰۰,۳,۱۳٬۷۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
5410, شمس‌آباد ,۱۳۷,۱۳۹۱,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5411, حکیمیه ,۱۸۰,۱۳۹۹,۳,۹٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5412, استاد معین ,۸۵,۱۴۰۱,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5413, عباس‌آباد ,۲۶۵,قبل از ۱۳۷۰,+۴,۱۵۴,گروه املاک ملی,False,"(True,)",True
5414, شیان ,۱۰۵,۱۳۹۲,۲,۷٬۹۹۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5415, دریاچه شهدای خلیج فارس ,۱۵۸,۱۳۹۸,۳,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5416, دولت‌آباد ,۵۵,۱۳۸۴,۱,۱٬۶۵۰٬۰۰۰٬۰۰۰,۳ از ۴,False,False,False
5417, نیاوران ,۶۷,۱۳۸۶,۱,۵٬۶۰۰٬۰۰۰٬۰۰۰,۱,False,False,False
5418, مجیدآباد ,۱۱۲,۱۳۹۹,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5419, یافت‌آباد ,۹۷,۱۳۸۹,۳,۲٬۱۳۴٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5420, تهرانپارس غربی ,۱۳۰,۱۴۰۱,۳,۱۱٬۷۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
5421, اسکندری ,۳۵,۱۳۸۳,۱,۱٬۶۸۵٬۰۰۰٬۰۰۰,همکف,False,"(True,)",True
5422, پونک ,۱۳۵,۱۴۰۱,۳,۱۰٬۸۰۰٬۰۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
5423, شهران شمالی ,۱۵۰,۱۴۰۱,۳,۱۰٬۸۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5424, نیاوران ,۲۲۷,۱۴۰۰,۳,۳۴٬۴۲۷٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5425, چیتگر ,۱۲۰,۱۴۰۱,۲,۷۸۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5426, پونک ,۱۲۰,۱۳۹۹,۳,۹٬۳۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5427, مخصوص ,۷۵,قبل از ۱۳۷۰,۲,۲٬۵۰۰٬۰۰۰٬۰۰۰,۱,False,False,False
5428, مرزداران ,۱۶۴,۱۴۰۰,۳,۱۶٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5429, میرداماد ,۱۵۰,۱۴۰۰,۳,۱۷٬۸۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5430, کوی فردوس ,۱۷۲,۱۳۹۲,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5431, سهروردی ,۱۲۶,۱۴۰۱,۲,۱۰٬۹۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5432, شهرک کیانشهر ,۱۴۰,۱۳۹۶,۲,۵٬۱۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5433, قنات‌کوثر ,۹۳,۱۳۸۷,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
5434, بهار ,۱۷۷,۱۳۸۵,۳,۹٬۳۸۱٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5435, منیریه ,۵۷,۱۳۸۱,۲,۲٬۶۰۰٬۰۰۰٬۰۰۰,همکف,False,"(True,)",True
5436, سازمان برنامه ,۸۰,۱۳۹۲,۲,۵٬۹۸۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5437, سعادت‌آباد ,۱۰۲,۱۳۸۵,۲,۹٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۶,"(True,)","(True,)",True
5438, سعادت‌آباد ,۱۳۰,۱۳۹۶,۳,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5439, سعادت‌آباد ,۷۰,۱۳۸۵,۲,۶٬۱۵۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
5440, سعادت‌آباد ,۱۳۰,۱۳۹۹,۲,۱۴٬۷۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5441, کوی فردوس ,۱۳۶,۱۳۹۶,۳,۹٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5442, ونک ,۱۴۵,۱۳۸۵,۳,۱۰٬۸۷۵٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5443, ونک ,۲۰۰,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5444, امیرآباد ,۱۰۰,۱۴۰۱,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
5445, سعادت‌آباد ,۱۵۰,۱۴۰۱,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5446, زعفرانیه ,۳۲۰,۱۴۰۱,۴,۷۰٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5447, آبشار تهران ,۱۳۲,۱۴۰۰,۳,۶٬۲۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
5448, میرداماد ,۱۱۵,۱۳۸۴,۳,۸٬۹۹۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5449, پونک ,۶۵,۱۳۹۳,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5450, سلسبیل ,۱۲۵,۱۳۹۳,۲,۵٬۰۵۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
5451, شادآباد,۷۱,۱۳۹۱,۱,۱٬۶۵۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
5452, دروس ,۴۰۰,۱۳۹۶,+۴,۶۰٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5453, پاسداران ,۳۲۰,۱۳۹۸,۴,۳۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5454, دروس ,۱۹۵,۱۴۰۱,۳,۲۷٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5455, درکه ,۱۵۵,۱۴۰۱,۳,۱۹٬۴۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5456, استاد معین ,۱۲۵,۱۴۰۱,۲,۶٬۲۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
5457, منیریه ,۱۳۳,۱۳۹۷,۳,۵٬۵۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5458, هروی ,۱۱۷,۱۴۰۱,۲,۱۰٬۵۳۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5459, آذربایجان ,۳۸,۱۳۷۸,۱,۱٬۹۵۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
5460, زعفرانیه ,۲۴۸,۱۳۸۸,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
5461, امیرآباد,۱۴۵,۱۴۰۱,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5462, هروی ,۸۰,۱۳۹۲,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5463, تهران‌ویلا ,۹۶,۱۳۹۸,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5464, ستارخان ,۱۰۰,۱۴۰۰,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5465, آذربایجان ,۵۱,۱۳۸۳,۲,۱٬۹۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
5466, آهنگ,۵۷,۱۳۷۵,۱,۱٬۸۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
5467, یوسف‌آباد ,۲۱۵,۱۴۰۱,۳,۱۸٬۹۵۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
5468, سیدخندان ,۱۰۰,۱۳۹۴,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5469, پاتریس لومومبا ,۱۵۱,۱۴۰۱,۳,۱۱٬۶۵۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
5470, کوی فردوس ,۱۵۰,۱۳۹۶,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
5471, جیحون ,۷۵,۱۳۹۶,۲,۲٬۸۵۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
5472, سلسبیل ,۵۷,۱۳۷۵,۱,۱٬۶۸۰٬۰۰۰٬۰۰۰,۱,False,False,False
5473, هاشمی ,۷۲,۱۳۸۵,۲,۲٬۱۰۰٬۰۰۰٬۰۰۰,۲,False,False,False
5474, شهرک نفت (منطقه ۵) ,۶۰,۱۳۸۵,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5475, نیرو هوایی ,۱۸۳,۱۳۸۱,۳,۸٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,"(True,)",True
5476, بهار ,۱۲۰,۱۴۰۱,۳,۷٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
5477, شهر زیبا ,۷۸,۱۳۸۵,۲,۳٬۹۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
5478, بهجت‌آباد ,۱۵۵,۱۳۹۳,۳,۹٬۹۵۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5479, چیتگر ,۲۰۰,۱۴۰۱,۳,۱۵٬۲۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
5480, سهروردی ,۱۳۰,۱۴۰۱,۳,۹٬۷۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
5481, استاد معین ,۹۰,۱۴۰۱,۲,۴٬۵۵۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
5482, دهکده المپیک,۶۹,۱۳۸۲,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۳ از ۴,False,"(True,)",True
5483, نیاوران ,۳۹۸,۱۴۰۰,۴,۱۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
5484, فرمانیه ,۲۶۰,۱۴۰۰,۳,۶۵٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5485, کامرانیه ,۲۳۲,۱۴۰۰,۳,۶۰٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
5486, اقدسیه ,۲۵۲,۱۳۹۰,۳,۴۷٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
