date,district,area,year,room,floor,evelator,parking,warehouse,value,type
1401/09/12,پونك بلوار عدل,105,نوساز,2,1,"آسانسور,استخر,پکیج,سونا,جکوزی",yes,yes,9450000000,آپارتمان
1401/04/04,اتوبان بابایی شهرك بهشتی,101,2,2,13,"کولر,فن کوئر,آسانسور,گاز",yes,yes,4500000000,آپارتمان
1401/09/06,قنات كوثر خ استقلال خ سروش اصلی,25,10,0,همكف,"کولر,گاز",,,4500000000,مغازه
1401/04/04,خواجه نصیر خ آمل خ مقدم,93,25,2,4,"شوفاژ,کولر,گاز",,yes,2511000000,آپارتمان
1401/09/12,پونك بلوار عدل,124,نوساز,2,9,"آسانسور,استخر,پکیج,سونا,جکوزی",yes,yes,11160000000,آپارتمان
1401/05/20,اشرفی اصفهانی باغ فیض,86,17,2,4,"کولر,آسانسور,پکیج",yes,yes,3900000000,آپارتمان
1401/04/04,سبلان شمالی خ حسنی,73,8,2,4,"کولر,آسانسور,پکیج",yes,yes,2420000000,آپارتمان
1401/04/04,اتوبان باقری ك 186,46,16,1,3,"کولر,گاز",,,2700000000,اداری
1401/05/29,میدان شهدا خ زرین نعل,68,20,2,زیرهمكف,"کولر,حیاط,گاز",,,1500000000,آپارتمان
1401/09/22,وحیدیه خ داوودی,65,8,2,3,"کولر,آسانسور,پکیج",yes,yes,3000000000,آپارتمان
1401/08/28,انتهای همت غرب تقاطع پژوهش,126,نوساز,2,13,"آسانسور,پکیج",yes,yes,6000000000,آپارتمان
1401/04/04,اشرفی اصفهانی شهرك نفت,75,25,2,3,"شوفاژ,کولر,گاز",yes,yes,3800000000,آپارتمان
1401/08/10,انتهای همت غرب بلوار اردستانی,112,نوساز,2,20,"آسانسور,پکیج",yes,yes,5264000000,آپارتمان
1401/08/10,انتهای همت غرب بلوار اردستانی,108,نوساز,2,18,"کولر,آسانسور,پکیج",yes,yes,4750000000,آپارتمان
1401/05/19,سبلان شمالی خ داوودآبادی,40,24,1,2,"کولر,گاز",,yes,1200000000,آپارتمان
1401/08/17,سراج خ والائیان,78,19,2,4,"کولر,گاز",yes,yes,2730000000,آپارتمان
1401/04/05,تهرانپارس بین اردیبهشت و باقری,89,4,2,6,"کولر,آسانسور,گاز",yes,yes,3000000000,آپارتمان
1401/09/14,گیشا كوی نصر,160,نوساز,3,2,"کولر,آسانسور,گاز",yes,yes,15200000000,آپارتمان
1401/04/05,بلوار فردوس شرق خ علی حسینی,136,6,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8160000000,آپارتمان
1401/07/28,جشنواره خ زهدی,65,10,1,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2000000000,آپارتمان
1401/04/05,تهرانپارس بلوار پروین خ 186,80,8,1,2,"کولر,گاز",,yes,1300000000,آپارتمان
1401/04/05,بنی هاشم خ فرجادی كوشا خ كیماسی,80,4,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,,4500000000,آپارتمان
1401/04/05,مجیدیه جنوبی بین خ اثنی عشری و همائی,71,11,2,2,"شوفاژ,کولر,گاز",yes,yes,3230000000,آپارتمان
1401/04/05,كارگر شمالی خ مظفری خواه,83,30,2,2,"کولر,گاز",,,3350000000,آپارتمان
1401/04/05,انتهای همت غرب بلوار كوهك,100,3,2,11,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,5400000000,آپارتمان
1401/04/05,چیتگر شمالی خ جهاد كوی غیاثوند غربی پلاك 46,74,6,2,3,"کولر,پکیج,گاز",yes,yes,1998000000,آپارتمان
1401/10/03,بهارستان كوی حاجی باباشمیرانی پلاك 1 واحد9,51,3,1,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2900000000,آپارتمان
1401/04/05,تهرانپارس بالاتراز چهارراه شاهد,88,4,2,4,"کولر,آسانسور,پکیج,گاز",yes,yes,3080000000,آپارتمان
1401/08/14,بلوارمرزداران خ اطاعتی,90,15,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6000000000,آپارتمان
1401/08/17,هروی ساقدوش,87,19,2,3,"شوفاژ,کولر,گاز",yes,yes,4785000000,آپارتمان
1401/10/03,بلوارمرزداران خ لادن,113,30,2,2,"شوفاژ,کولر,گاز",yes,yes,6200000000,آپارتمان
1401/09/08,بلوارمرزداران خ جهاد,90,25,2,همكف,"شوفاژ,کولر,گاز",,yes,7395000000,آپارتمان
1401/04/05,بلوار فردوس غرب بهارشمالی,88,نوساز,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5720000000,آپارتمان
1401/04/05,منیریه خ معیری خ محققی پلاك 18,50,18,1,3,"کولر,آسانسور,گاز",,yes,1700000000,آپارتمان
1401/08/25,قیطریه خ روشنائی,185,18,3,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,15725000000,آپارتمان
1401/05/29,وحیدیه خ نبیئیان,75,15,2,1,"کولر,آسانسور,گاز",yes,yes,2600000000,آپارتمان
1401/04/05,بلوار خلیج فارس خیابان حیدری كوچه غلام پور مقدم,57,13,1,3,"کولر,گاز",,yes,1026000000,آپارتمان
1401/09/29,نظام آباد خ مدنی جنوبی,80,30,1,1,"کولر,گاز",,yes,2500000000,آپارتمان
1401/05/11,جلال آل احمد خ آریافر خ پردیس,172,8,3,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,11000000000,آپارتمان
1401/04/05,تهرانپارس خ 120,96,12,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4350000000,آپارتمان
1401/04/05,بزرگراه محلاتی میدان سعیدی مجتمع یاس,51,14,1,5,"کولر,آسانسور,گاز",,,1300000000,آپارتمان
1401/04/05,تهران ویلا خ چهاردهم,104,30,2,2,"کولر,گاز",yes,yes,5000000000,آپارتمان
1401/07/11,ستاری پیامبرغربی بلوار مطهری,165,10,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9405000000,آپارتمان
1401/08/25,تهرانپارس خ 148,78,30,2,1,"کولر,پکیج,گاز",yes,yes,8000000000,آپارتمان
1401/10/05,تهرانپارس بلوار پروین كوی قصابان,75,30,1,كلی,"کولر,گاز",,,7300000000,مستغلات
1401/04/05,دربند خ گلابدره میدان آبك,90,28,2,2,"شوفاژ,کولر,گاز",yes,yes,4320000000,آپارتمان
1401/10/03,ونك ده ونك,33,23,0,همكف,,,,4950000000,مغازه
1401/07/28,بلوار ابوذر جنوبی بین پل پنجم و ششم,65,15,2,2,"کولر,آسانسور,گاز",,yes,2150000000,آپارتمان
1401/05/20,سبلان جنوبی خ كیائی,95,نوساز,2,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3610000000,آپارتمان
1401/05/10,لویزان خ فرشادی,60,6,1,3,"شوفاژ,کولر,گاز",yes,yes,3200000000,آپارتمان
1401/06/31,دلاوران تكاوران,55,10,0,همكف,"کولر,گاز",,,8800000000,مغازه
1401/04/05,كردستان بلوارآزادگان,112,1,2,2,"کولر,آسانسور,پکیج",yes,yes,8400000000,آپارتمان
1401/04/05,جمالزاده جنوبی خ چنگیزی زرین قدم كوی بیژن پلاك10,78,5,2,4,"کولر,آسانسور,پکیج,گاز",yes,yes,4000000000,آپارتمان
1401/04/05,مرتضوی بین كارون و جیحون كوچه مقدم پلاك یك واحد یك,58,21,1,1,"کولر,گاز",,yes,1770000000,آپارتمان
1401/04/05,امیرآباد كارگر شمالی بالاتر از فرصت,123,30,3,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4300000000,آپارتمان
1401/09/27,آپادانا خ گلشن,150,,0,كلی,,,,33000000000,کلنگی
1401/10/04,بلوار فردوس غرب خ ارم,106,6,2,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,6500000000,آپارتمان
1401/08/21,پاسداران خ گیلان غربی,83,17,2,5,"شوفاژ,کولر,آسانسور,مستخدم",,,5810000000,اداری
1401/07/02,بزرگراه محلاتی میدان غیاثی ك نظری بن بست دوم پ 5 واحد 7,56,20,1,1,"کولر,گاز",,,1250000000,آپارتمان
1401/09/20,فاطمی خ مرداد,220,30,4,كلی,"کولر,گاز",,yes,20700000000,مستغلات
1401/09/20,تهران پارس خ 180 غربی,200,نوساز,3,3,آسانسور,yes,yes,17000000000,آپارتمان
1401/04/05,پونك سردارجنگل شمالی,75,16,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3000000000,آپارتمان
1401/09/08,شیخ بهائی میدان پیروزان,110,5,2,زیرهمكف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6950000000,آپارتمان
1401/10/01,فاطمی بلوار گلها,280,,0,كلی,,,,28800000000,کلنگی
1401/04/05,اشرفی اصفهانی خ امام رضا,600,30,20,كلی,"کولر,گاز",,yes,57000000000,مستغلات
1401/09/30,پیروزی خ نبرد شمالی,340,,0,كلی,,,,15640000000,کلنگی
1401/08/26,جلال آل احمد نرسیده به خ پاتریس,210,30,3,كلی,"کولر,گاز",,,16200000000,مستغلات
1401/05/31,فاطمی خ گلها,550,,0,كلی,,,,62100000000,کلنگی
1401/05/29,پیروزی خ پاسدارگمنام خ صاحب الزمان جنب مسجد حسین بن علی,50,,2,كلی,"کولر,حیاط,گاز",,,2700000000,کلنگی
1401/04/05,هفده شهریور شمالی نرسیده به خ خشكبارچی,200,,0,كلی,,,,13780000000,کلنگی
1401/09/19,صادقیه خسرو شمالی,0,,0,كلی,,,,9860000000,کلنگی
1401/10/05,خواجه نظام اجاره دار,36,,0,كلی,,,,1500000000,کلنگی
1401/05/24,پونك بلوار كمالی,91,21,3,همكف,"شوفاژ,کولر",,yes,4277000000,آپارتمان
1401/09/19,آزادی میدان آزادی خ محمد خانی,21,20,0,همكف,,,,3200000000,مغازه
1401/05/29,پیروزی خ نبرد شمالی,300,,0,كلی,,,,24000000000,کلنگی
1401/08/01,خواجه نصیر كوچه رحیمیان,117,8,2,1,"کولر,آسانسور,گاز",yes,yes,6435000000,آپارتمان
1401/04/05,وحیدیه خ ارباب مهدی,62,11,2,4,"شوفاژ,کولر,گاز",,yes,1550000000,آپارتمان
1401/10/04,پلیس نرسیده به ادیبی,340,,0,كلی,,,,20000000000,کلنگی
1401/04/05,سبلان شمالی خ علیپور,36,9,1,1,"کولر,آسانسور,گاز",,,1300000000,آپارتمان
1401/09/24,نظام آباد خ مدنی شمالی خ 10متری آهن دوست,150,,0,كلی,,,,4500000000,کلنگی
1401/04/05,جشنواره خ درختی,50,16,1,1,"کولر,گاز",,yes,1650000000,آپارتمان
1401/04/05,تهران پارس بلوار پروین خ 196 شرقی خ 135,50,10,0,همكف,"کولر,گاز",,,2500000000,مغازه
1401/08/26,تهران پارس بلوار پروین بین 131و بلوار,121,نوساز,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,6292000000,آپارتمان
1401/04/05,جردن نرسیده به خ خلیل زاده,148,24,3,7,"فن کوئر,آسانسور",yes,yes,9324000000,آپارتمان
1401/09/27,تهران پارس بلوار پروین خ 220,50,11,1,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,2200000000,آپارتمان
1401/04/05,جردن نرسیده به خ خلیل زاده,70,20,2,زیرهمكف,"شوفاژ,آسانسور",,,4300000000,آپارتمان
1401/04/05,جنت اباد شاهین شمالی خ بهار,117,6,2,1,"کولر,آسانسور,پاسیو,پکیج",yes,yes,7000000000,آپارتمان
1401/04/05,جردن نرسیده به خ كاج آبادی,500,,0,كلی,,,,132000000000,کلنگی
1401/04/12,سراج والائیان جنوبی,41,18,1,1,"شوفاژ,کولر,حیاط خلوت",,yes,1320000000,آپارتمان
1401/04/05,تهران پارس بلوار پروین خ 222,67,6,1,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2200000000,آپارتمان
1401/04/05,تهران پارس بلوار پروین خ 196 شرقی,30,10,0,همكف,"کولر,گاز",,,4500000000,مغازه
1401/06/01,صادقیه بلوار گلاب,120,5,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6000000000,آپارتمان
1401/10/01,شهید عراقی نبش خ فرهنگستان,150,نوساز,1,1,"کولر,آسانسور,پکیج,گاز",yes,yes,16500000000,اداری
1401/09/29,میرداماد خ كوشا,135,نوساز,3,4,آسانسور,yes,yes,16200000000,آپارتمان
1401/09/15,ولنجك نرسیده به خ بیستم,250,نوساز,3,4,"کولر,آسانسور,پکیج,گاز",yes,yes,50000000000,آپارتمان
1401/09/29,ظفر زرگنده,250,30,5,كلی,"شوفاژ,گاز",,,12500000000,اداری
1401/09/28,بنی هاشم نرسیده به خ رحیمی كلور,270,30,6,كلی,"شوفاژ,کولر",,,18000000000,مستغلات
1401/10/01,شریعتی نرسیده به ظفر,56,نوساز,0,زیرهمكف,,,,17085000000,مغازه
1401/09/29,امیرآباد كارگرشمالی بالاتراز فاطمی,240,30,5,2 واحد,"کولر,گاز",yes,yes,18500000000,اداری
1401/05/29,سوهانك كوی لاله,68,13,2,4,"شوفاژ,کولر,آسانسور",yes,yes,5000000000,آپارتمان
1401/04/05,تهران پارس رشید شمالی,77,15,2,3,"شوفاژ,کولر,آسانسور,گاز",,,3450000000,اداری
1401/06/01,صادقیه بلوار گلاب,141,5,3,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,7332000000,آپارتمان
1401/04/05,نظام آباد خ مدنی جنوبی,101,7,2,3,"کولر,آسانسور,پکیج",yes,yes,3232000000,آپارتمان
1401/05/24,انتهای همت غرب بلوار اردستانی,112,نوساز,2,20,"آسانسور,پکیج",yes,yes,4600000000,آپارتمان
1401/09/27,سبلان شمالی نرسیده به ك بابایی فر,82,27,2,2,"شوفاژ,کولر,پکیج",,,2200000000,آپارتمان
1401/06/08,نوبنیاد خ صنایع,162,10,3,3,"فن کوئر,آسانسور,گاز",yes,yes,13800000000,آپارتمان
1401/04/05,شهرك راه آهن دهكده المپیك,139,18,3,2,"شوفاژ,کولر",yes,yes,5600000000,آپارتمان
1401/04/05,نامجو(گرگان) خ سلمان فارسی,47,1,1,مختلف,"کولر,آسانسور,پکیج",yes,yes,1970000000,آپارتمان
1401/09/23,انتهای همت غرب بلوارپژوهش,129,نوساز,2,22,"شوفاژ,آسانسور,پکیج",yes,yes,6460000000,آپارتمان
1401/04/05,هنگام نرسیده به الغدیر,53,22,1,1,"کولر,گاز",,yes,1850000000,آپارتمان
1401/08/16,نظام آباد خ مدنی جنوبی,58,19,1,4,"شوفاژ,کولر,گاز",,yes,1500000000,آپارتمان
1401/09/20,تهران ویلا نرسیده به سه راه,25,نوساز,0,همكف,گاز,,,12500000000,مغازه
1401/04/05,فرمانیه نرسیده به خ مینا,0,,0,كلی,,,,782000000000,زمین
1401/09/13,فرجام بلوار اردیبهشت,131,نوساز,3,2,"شوفاژ,آسانسور,پکیج,گاز",yes,yes,9170000000,آپارتمان
1401/04/06,عباس آباد خ سهند,93,30,2,1,"شوفاژ,کولر,گاز",yes,yes,4500000000,آپارتمان
1401/04/06,جلفا نرسیده به خ كاویان,175,نوساز,3,2,"کولر,آسانسور,گاز",yes,yes,14875000000,آپارتمان
1401/05/22,بزرگراه رسالت خ شهید كرد,86,8,2,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4300000000,آپارتمان
1401/04/06,سراج سروش,50,16,1,3,"شوفاژ,کولر,گاز",yes,yes,1500000000,آپارتمان
1401/04/06,سراج كوی جان پرور,75,15,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2950000000,آپارتمان
1401/04/06,نیروی دریائی نرسیده به كوی حقیقی,54,20,1,1,"کولر,گاز",,yes,2300000000,آپارتمان
1401/04/06,كوی فراز شهرك بوعلی,58,15,1,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4000000000,آپارتمان
1401/05/22,پیروزی خ نبرد شمالی,58,12,2,3,"شوفاژ,کولر,گاز",,yes,2600000000,آپارتمان
1401/09/30,شهرك راه آهن شهرك نمونه,135,9,3,7,"کولر,آسانسور,چیلر,گاز",yes,yes,6750000000,آپارتمان
1401/08/14,محمودیه خ مهر,280,3,4,4,"کولر,آسانسور,گاز",yes,yes,50400000000,آپارتمان
1401/08/02,بزرگراه محلاتی خ گیلكی جنوبی ك مرعشی پ 36 واحد 9,94,17,2,3,"کولر,گاز",,yes,2500000000,آپارتمان
1401/07/04,مینی سیتی شهرك محلاتی,95,10,2,4,"شوفاژ,کولر,آسانسور,چیلر,گاز",yes,yes,7125000000,آپارتمان
1401/05/22,ستاری خ زیتون بلوار قدس,111,15,2,1,"کولر,گاز",yes,yes,6500000000,آپارتمان
1401/06/16,بلوارمرزداران خ ابراهیمی,100,5,3,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,7500000000,آپارتمان
1401/04/06,پیروزی خ پاسدار گمنام,78,12,2,2,"کولر,آسانسور,پکیج,گاز",yes,,2496000000,آپارتمان
1401/04/06,جشنواره خ اشرفی گودرزی,54,11,1,2,"شوفاژ,کولر,آسانسور,گاز",,yes,2200000000,آپارتمان
1401/04/06,جمالزاده تقاطع دیلمان بن بست ایران پلاك 4,82,14,2,همكف,"شوفاژ,کولر,گاز",,yes,3200000000,آپارتمان
1401/04/06,بهارستان ظهیرالاسلام ك آزادیخواه ك كاویانی,113,7,2,3,"کولر,گاز",yes,yes,3277000000,آپارتمان
1401/06/24,تهرانپارس خ 178غربی,117,30,2,2,"شوفاژ,کولر,گاز",yes,yes,4900000000,آپارتمان
1401/04/06,تهرانپارس خ اردیبهشت,77,5,2,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3927000000,آپارتمان
1401/10/03,پیروزی نرسیده به خ زینتی افخم,154,4,3,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,7700000000,آپارتمان
1401/04/06,تهرانپارس بلوار پروین خ 212,42,15,1,2,"کولر,گاز",,yes,1350000000,آپارتمان
1401/04/06,بلوار فردوس خ سلیمی جهرمی,100,21,2,2,"شوفاژ,کولر,گاز",yes,yes,5100000000,آپارتمان
1401/09/13,شهرزیبا بلوار تعاون فرساد شرقی,100,18,2,3,"شوفاژ,کولر,گاز",yes,yes,4800000000,آپارتمان
1401/04/06,تهرانپارس بین ایزدپناه و اردیبهشت,60,17,1,5,"شوفاژ,کولر,آسانسور,گاز",,yes,2460000000,آپارتمان
1401/04/28,تهرانپارس خ 178 غربی,78,25,2,4,"شوفاژ,کولر",yes,yes,2650000000,آپارتمان
1401/04/06,آیت الله كاشانی بلواراباذر,101,10,3,1,"کولر,گاز",yes,yes,6000000000,آپارتمان
1401/04/06,حكیمیه بلوار بهار,60,10,2,2,"کولر,آسانسور,پکیج,گاز",yes,yes,1710000000,آپارتمان
1401/04/06,پیروزی خ مقداد فلكه اول,90,11,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3800000000,آپارتمان
1401/07/11,شهرك راه آهن خ كوهك,150,نوساز,3,3,"کولر,آسانسور,گاز",yes,yes,9450000000,آپارتمان
1401/08/07,انتهای همت غرب غرب دریاچه,130,7,3,11,"کولر,آسانسور,گاز",yes,yes,5200000000,آپارتمان
1401/04/06,گیشا خ 27,157,30,3,3,"کولر,گاز",yes,,6600000000,آپارتمان
1401/04/06,تهران نو مسیل جاجرود,90,19,2,همكف,"شوفاژ,کولر,آسانسور,گاز",,yes,3400000000,آپارتمان
1401/04/06,بلوار ابوذر جنوبی پل پنجم خ مسلم شمالی ك احمدوند پ 1 واحد 1,60,17,1,1,"شوفاژ,کولر,آسانسور,گاز",,yes,1900000000,آپارتمان
1401/09/23,شریعتی نرسیده به مطهری,127,30,2,3,"کولر,گاز",yes,yes,5200000000,آپارتمان
1401/09/29,انتهای همت غرب شهرك خرازی,111,نوساز,2,14,"کولر,آسانسور,گاز",yes,yes,6660000000,آپارتمان
1401/10/05,مفتح جنوبی خ سمیه,192,30,0,همكف,"کولر,گاز",,,76800000000,تجاری
1401/04/06,گلبرگ غربی مسیل باختر,57,4,1,2,"کولر,آسانسور,گاز",yes,,2100000000,آپارتمان
1401/05/19,تهرانپارس خ 180/1غربی,99,19,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4700000000,آپارتمان
1401/10/01,جردن نرسیده به خ روانپور,76,نوساز,2,4,"کولر,آسانسور,گاز",yes,yes,8360000000,آپارتمان
1401/07/02,پلیس خ ادیبی,47,20,1,3,"کولر,گاز",yes,yes,2397000000,آپارتمان
1401/04/13,فرجام خ حیدرخانی شمالی,44,6,1,4,"شوفاژ,کولر,آسانسور,گاز",,yes,1950000000,آپارتمان
1401/10/04,دروس بلوار شهرزاد,106,19,2,زیرهمكف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6500000000,آپارتمان
1401/05/22,دزاشیب نرسیده به خ احمد رمضانی,195,30,3,كلی,"کولر,گاز",,yes,15000000000,مستغلات
1401/04/06,تهرانپارس جعفربای,512,30,8,كلی,"کولر,گاز",,,38000000000,مستغلات
1401/09/07,دربند انتهای باغ شاطر,80,10,2,4,"کولر,آسانسور,پکیج,گاز",yes,yes,6400000000,آپارتمان
1401/09/28,دیباجی جنوبی پایین تر از پل صدر,100,,0,كلی,"کولر,گاز",,,64800000000,کلنگی
1401/09/23,شهران بلوار اصلی,400,,0,كلی,"کولر,گاز",,,53250000000,کلنگی
1401/04/06,اتوبان بابایی شهرك بهشتی,106,درحال ساخت,2,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4452000000,آپارتمان
1401/09/22,ده ونك مجید پور,200,20,2,كلی,"کولر,گاز",,yes,7000000000,مستغلات
1401/09/19,توانیر شمالی بالاتراز همت,143,نوساز,3,2,"کولر,آسانسور,گاز",yes,yes,14300000000,آپارتمان
1401/09/06,توانیر نرسیده به بن بست مریم,51,28,2,1,"شوفاژ,کولر,گاز",yes,,4500000000,اداری
1401/04/06,نارمك میدان 73,57,8,2,1,"کولر,پکیج,گاز",,yes,3000000000,آپارتمان
1401/05/30,سعادت آباد بلوارفرحزادی,400,30,8,كلی,"شوفاژ,کولر",,yes,35000000000,مستغلات
1401/06/24,پاسداران سه راه ضرابخانه خ سروستان پنجم,141,1,3,1,"کولر,آسانسور,پکیج,گاز",yes,yes,11200000000,آپارتمان
1401/09/09,یوسف آباد خ دوم,90,15,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5580000000,اداری
1401/09/24,سراج 25متری شكوفه,300,30,3,كلی,"کولر,گاز",,,9500000000,مستغلات
1401/04/06,حسام الدین كوچه محقق,67,10,2,5,"کولر,آسانسور,پکیج,گاز",yes,yes,2000000000,آپارتمان
1401/07/02,هنگام شمیران نو,120,30,2,كلی,"کولر,گاز",,,1900000000,مستغلات
1401/07/16,انتهای همت غرب دریاچه ضلع غرب,113,15,2,7,"کولر,آسانسور,گاز",yes,yes,4972000000,آپارتمان
1401/04/06,شهرك 22 بهمن چیتگر جنوبی,103,نوساز,3,1,"شوفاژ,آسانسور,حیاط,پکیج,گاز",yes,yes,3296000000,آپارتمان
1401/05/22,پیروزی خ نبرد شمالی,162,,0,كلی,,,,7300000000,کلنگی
1401/09/15,اختیاریه خ جهانی نیا,20,20,0,همكف,"کولر,گاز",,,4000000000,مغازه
1401/05/22,پیروزی خ نبرد شمالی,84,نوساز,2,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3780000000,آپارتمان
1401/07/12,پیروزی نبردشمالی,84,نوساز,2,6,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3800000000,آپارتمان
1401/05/25,دولت خ جهانتاب,145,8,3,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,11300000000,آپارتمان
1401/09/19,توانیر شمالی بالاتراز همت,155,نوساز,3,2,"کولر,آسانسور,گاز",yes,yes,15500000000,آپارتمان
1401/07/02,تهران پارس خ توحید,55,21,1,4,"کولر,گاز",,,2000000000,آپارتمان
1401/09/01,خواجه نظام خ اجاره دار,57,26,1,4,"کولر,گاز",yes,yes,1600000000,آپارتمان
1401/04/16,تهران پارس خ استخر,60,10,1,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2050000000,آپارتمان
1401/08/22,پیروزی خ طوفانی,180,30,3,دركل,"کولر,گاز",,yes,6600000000,مستغلات
1401/06/09,پیروزی خ كلینی,80,20,2,2,"شوفاژ,کولر,گاز",,,2100000000,آپارتمان
1401/09/20,آیت الله كاشانی خ بهنام,85,2,1,2,"شوفاژ,کولر,آسانسور,گاز",yes,,7225000000,اداری
1401/04/06,تهران پارس ك قره زادنیا,54,11,1,2,"کولر,آسانسور,گاز",,yes,2200000000,آپارتمان
1401/08/22,ولیعصر نرسیده به جمهوری ك حسین سخنور پلاك 70 (تماس 16الی 20),163,30,3,2,"کولر,گاز",,yes,4890000000,اداری
1401/04/06,بلوار ابوذر جنوبی خ علامه امینی شمالی ك برزی پ 2,63,10,1,1,"کولر,آسانسور,پکیج,گاز",,yes,2500000000,آپارتمان
1401/08/25,انتهای همت غرب بلوار اردستانی,112,1,2,14,"آسانسور,پکیج",yes,yes,4500000000,آپارتمان
1401/09/27,جنت آباد جنوبی نرسیده به پارك فروردین,18,11,0,همكف,گاز,,,2700000000,مغازه
1401/09/28,دروس خ قبا,1415,نوساز,20,كلی,"آسانسور,گاز",yes,yes,220000000000,اداری
1401/09/28,دروس خ قبا,230,نوساز,0,همكف,گاز,yes,,89100000000,تجاری
1401/04/06,گلبرگ شرقی خ دردشت,80,12,1,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4000000000,اداری
1401/09/28,دروس خ قبا,138,نوساز,2,مختلف,"آسانسور,گاز",yes,yes,13800000000,اداری
1401/09/28,دروس خ قبا,145,نوساز,2,مختلف,"آسانسور,گاز",yes,yes,14500000000,اداری
1401/10/03,جنت آباد جنوبی ك چهارم,13,14,0,همكف,,,,5800000000,مغازه
1401/09/15,نارمك خ 46 متری غربی خ شیرمرد جنوبی,180,,0,كلی,,,,7650000000,کلنگی
1401/04/06,تهران پارس فلكه 1,54,15,1,2,"شوفاژ,کولر,گاز",,yes,2600000000,آپارتمان
1401/04/06,تهران پارس بلوار پروین خ 210,77,16,2,3,"کولر,گاز",yes,yes,2350000000,آپارتمان
1401/07/11,تهران پارس فلكه 1 گلبرگ,90,17,2,4,"شوفاژ,کولر,آسانسور,گاز",,yes,3340000000,آپارتمان
1401/04/25,تهران پارس فلكه 1 خ 112,57,13,1,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3200000000,آپارتمان
1401/09/14,پیروزی نرسیده به خ زینتی افخم,52,14,2,4,"شوفاژ,کولر,گاز",,yes,1400000000,آپارتمان
1401/09/13,وزرا نرسیده به خ پنجم,55,20,3,3,"شوفاژ,کولر,گاز",yes,,4125000000,اداری
1401/09/22,بلوار مرزداران خ البرز,188,2,3,1,"کولر,آسانسور,پکیج,گاز",yes,yes,26320000000,آپارتمان
1401/04/06,هفده شهریور جنوبی خ گوته نبش ك اختصاصی,510,30,9,كلی,"شوفاژ,کولر",,yes,15840000000,مستغلات
1401/04/06,نارمك خ براران باقری,90,30,2,كلی,"کولر,حیاط,گاز",yes,yes,5550000000,ویلا
1401/09/05,بلوارفردوس شرق خ مالكی,100,4,2,3,"کولر,آسانسور,پکیج",yes,yes,6000000000,آپارتمان
1401/09/05,پیروزی خ پرستار,122,3,3,1,"شوفاژ,کولر,آسانسور,پکیج",yes,yes,6200000000,آپارتمان
1401/04/06,خواجه نظام اجاره دار,48,7,1,1,"کولر,آسانسور,پکیج",,yes,1700000000,آپارتمان
1401/09/06,جلال ال احمد نرسیده به شیخ فضل اله,84,10,0,همكف,"کولر,گاز",,,36120000000,تجاری
1401/09/22,مجیدیه شمالی میدان ملت,90,22,2,3,"شوفاژ,کولر",yes,yes,4950000000,آپارتمان
1401/04/06,جشنواره خ امین بالاتر از میدان رهبر,50,12,1,2,"کولر,گاز",,,790000000,آپارتمان
