date,district,area,year,room,floor,evelator,parking,warehouse,value,type
1401/09/22,شهرك غرب حسین سیف,560,30,6,كلی,"شوفاژ,کولر,استخر,سونا,جکوزی",yes,yes,155000000000,مستغلات
1401/05/05,طرشت بلوارگلاب,450,30,11,كلی,"شوفاژ,کولر",yes,yes,33000000000,مستغلات
1401/06/09,تهران پارس بلوار شاهد خ 214,75,16,2,2,"شوفاژ,کولر,گاز",yes,yes,2950000000,آپارتمان
1401/03/25,پیروزی خ مقداد,105,10,3,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4500000000,آپارتمان
1401/07/21,تهران پارس میدان پروین خ شادآلویی,110,نوساز,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,4950000000,آپارتمان
1401/09/29,بلوارفردوس غرب سازمان برنامه شمالی,100,نوساز,2,4,"کولر,آسانسور,گاز",yes,yes,8500000000,آپارتمان
1401/09/15,هروی میدان عقیلی,72,14,2,4,"شوفاژ,کولر,آسانسور,استخر,سونا,جکوزی",yes,yes,7800000000,آپارتمان
1401/05/25,تهران پارس خ 188 غربی,148,21,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,7252000000,آپارتمان
1401/03/25,هروی گلزار خ ضابطی,142,17,3,1,"شوفاژ,کولر,آسانسور",yes,yes,8200000000,آپارتمان
1401/09/14,ستارخان بین بهبودی و شادمان,260,,4,كلی,"کولر,گاز",,,26104000000,کلنگی
1401/03/25,خ دماوند نرسیده به مهرنامی,152,7,3,1,"شوفاژ,کولر,آسانسور,پاسیو,پکیج,گاز",yes,yes,6800000000,آپارتمان
1401/03/25,بلوارفردوس شرق خ علی حسینی,570,,9,كلی,"کولر,گاز",,,36800000000,کلنگی
1401/08/25,بلوارفردوس شرق خ وفاآذر,70,5,3,3,"آسانسور,چیلر,گاز",,,7000000000,اداری
1401/08/21,بلوارفردوس شرق خ ولیعصر,172,26,4,2 واحد,"شوفاژ,کولر,گاز",,yes,10320000000,اداری
1401/03/25,قنات كوثر بلوار مطهری,88,20,2,4,"شوفاژ,کولر,گاز",,yes,2860000000,آپارتمان
1401/10/03,بزرگراه رسالت نرسیده به كرمان,88,3,1,2,"آسانسور,چیلر",yes,yes,4576000000,اداری
1401/09/29,بلوارفردوس غرب سازمان برنامه شمالی,91,نوساز,2,1,"کولر,آسانسور,گاز",yes,yes,7007000000,آپارتمان
1401/09/22,اوین خ اعرابی,50,12,1,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4700000000,آپارتمان
1401/09/16,شهرك غرب خ مهستان,168,28,3,1,"شوفاژ,کولر",yes,yes,15120000000,آپارتمان
1401/08/24,بلوارمرزداران خ ایثار خ بهار,210,30,6,كلی,"کولر,گاز",,yes,13400000000,مستغلات
1401/06/27,شریعتی نرسیده به ك سلطانی,186,30,3,1,"شوفاژ,کولر,آسانسور,گاز",,,6324000000,اداری
1401/03/25,انتهای یادگار خ مالك اشتر نبش محمدی,43,20,1,1,"کولر,گاز",,,1260000000,اداری
1401/03/25,تهران پارس فلكه 1 خ مهرنامی,125,نوساز,2,3,"شوفاژ,آسانسور,پکیج,گاز",yes,yes,8100000000,آپارتمان
1401/07/17,میرداماد نرسیده به مسجد الغدیر,75,6,0,همكف,فن کوئر,yes,yes,24000000000,مغازه
1401/03/25,نامجو(گرگان) نرسیده به ایستگاه مدرسه,21,30,0,همكف,,,,2835000000,مغازه
1401/08/14,مطهری نرسیده به خ یوسفیان,20,30,0,همكف,,,,4000000000,مغازه
1401/03/25,جنت آباد خ لاله غربی,62,20,2,3,"شوفاژ,کولر,گاز",,yes,3100000000,آپارتمان
1401/09/26,جنت آباد مركزی بالاتر از همت,115,نوساز,2,3,"کولر,آسانسور,پکیج",yes,yes,7590000000,آپارتمان
1401/03/25,شمس آباد خ ریحانی جنوبی,95,10,2,1,"شوفاژ,کولر,آسانسور,حیاط خلوت,پکیج",yes,yes,5200000000,آپارتمان
1401/03/25,خیابان مازندران نرسیده به درمانگاه چمران,46,17,1,1,"کولر,گاز",,yes,1250000000,آپارتمان
1401/07/17,تهران نو خ شواخ,65,14,2,3,"کولر,پکیج,گاز",,yes,2200000000,آپارتمان
1401/09/07,توحید نرسیده به خ طوسی,95,30,3,2,"کولر,گاز",,,3800000000,اداری
1401/03/26,نیروی دریایی كوچه جاجرودی,66,18,2,3,"شوفاژ,کولر,گاز",yes,yes,2350000000,آپارتمان
1401/09/17,دلاوران تكاوران شمالی,124,11,2,3,"کولر,آسانسور,پکیج,گاز",yes,yes,5208000000,آپارتمان
1401/03/26,دلاوران آزادگان جنوبی,83,8,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3320000000,آپارتمان
1401/09/27,شهرك اكباتان بیمه سوم كوی دوازدهم پلاك 21,270,30,6,كلی,"کولر,گاز",,,16200000000,مستغلات
1401/05/08,شریعتی خ ملك,71,30,2,3,"شوفاژ,کولر,گاز",,,2600000000,آپارتمان
1401/03/26,دلاوران خ تكاوران جنوبی,43,30,1,2,"شوفاژ,کولر,گاز",,yes,1500000000,آپارتمان
1401/03/26,هنگام خ ششم,54,20,1,2,"کولر,گاز",yes,yes,1850000000,آپارتمان
1401/03/26,بزرگراه رسالت چهارراه دردشت خ حیدرخانی,71,16,2,2,"شوفاژ,کولر,گاز",yes,yes,2900000000,آپارتمان
1401/09/26,نیروی دریائی خ هفتم آذر,70,18,2,3,"شوفاژ,کولر,گاز",,yes,3000000000,آپارتمان
1401/03/26,طرشت خ بایندریها,106,6,2,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4900000000,آپارتمان
1401/03/26,شهر آرا خ كوكب,107,7,2,1,"شوفاژ,کولر,آسانسور,گاز",,yes,4280000000,آپارتمان
1401/05/13,دریان نو خ هفتم,130,15,3,2,"کولر,آسانسور,پکیج,گاز",yes,yes,7280000000,آپارتمان
1401/03/26,صادقیه خسرو جنوبی,107,30,2,1,"شوفاژ,کولر,گاز",,yes,4515000000,آپارتمان
1401/03/26,سعادت آباد میدان سرو,90,13,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5900000000,آپارتمان
1401/04/30,شمس آباد خ ریحانی,144,5,3,4,"کولر,آسانسور,پکیج,گاز",yes,yes,10200000000,آپارتمان
1401/03/26,اتوبان باقری بین فرجام و رسالت,60,17,1,2,"شوفاژ,کولر,آسانسور,گاز",,yes,2400000000,آپارتمان
1401/05/08,پیروزی میدان سرآسیاب,60,20,1,1,"کولر,گاز",,yes,1700000000,آپارتمان
1401/05/08,نامجو خ سلمان فارسی,43,20,1,4,"شوفاژ,کولر,گاز",,yes,1200000000,آپارتمان
1401/09/15,انقلاب نرسیده به سینما سپیده,128,20,3,8,"کولر,آسانسور,پکیج",yes,yes,4800000000,اداری
1401/09/10,قلهك خ یخچال بالاتر از بلوار آئینه,141,20,3,6,"شوفاژ,کولر,پکیج,گاز",yes,yes,11985000000,آپارتمان
1401/08/10,شهر زیبا بلوار تعاون بلوار,120,20,2,2,"شوفاژ,کولر,گاز",yes,yes,5280000000,آپارتمان
1401/08/30,تهران نو بلوار اشراقی,91,13,2,3,"شوفاژ,کولر,گاز",,yes,3000000000,آپارتمان
1401/03/26,بلوار فردوس غرب بهارجنوبی,90,8,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5400000000,آپارتمان
1401/07/19,بزرگراره همت بالاتراز خرازی,160,نوساز,3,19,"کولر,آسانسور,چیلر,گاز",yes,yes,10400000000,آپارتمان
1401/03/26,هنگام شمیران نو,60,5,1,زیرهمكف,"شوفاژ,کولر,گاز",,yes,630000000,آپارتمان
1401/03/26,بزرگراه محلاتی خ ارجمندی راد,56,نوساز,1,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,1780000000,آپارتمان
1401/07/20,شهرك راه آهن شهرك دانشگاه شریف خ سرسبز,143,4,3,5,"کولر,آسانسور,پکیج,گاز",yes,yes,5720000000,آپارتمان
1401/03/26,نبردجنوبی ربذه جنوبی,71,15,2,4,"کولر,گاز",yes,yes,1830000000,آپارتمان
1401/03/26,بلوار ابوذر جنوبی خ وحدت ك یازدهم غربی پ 26 واحد 9,45,10,1,3,"کولر,آسانسور,گاز",,,1460000000,آپارتمان
1401/09/02,ایران كوی مقدم فر بن بست كریمی پلاك 2واحدیك,72,9,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,,3096000000,آپارتمان
1401/09/08,وزراء خ 12,177,30,3,2,"شوفاژ,کولر,گاز",,,7500000000,اداری
1401/09/20,مینی سیتی شهرك صدف,125,12,3,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,9375000000,آپارتمان
1401/04/14,تهرانپارس خ 132غربی,55,7,1,مختلف,"کولر,آسانسور,پکیج,گاز",yes,yes,3025000000,آپارتمان
